Embeding,Label,Label_int
"[ 14.05667799  -3.46291892 -28.5054014  -15.95524121  -8.76544133
  34.69417927  -7.51260319 -25.42927143  -0.91223274  -9.47395007
   9.88114757 -13.82937189  10.85611943  11.23231374   7.41286111
 -24.91044021 -21.37381367 -22.71563772   0.63219983  -2.63212881
 -19.12342898  -8.62472038  -5.27814062 -14.75152888   8.11298114
  -1.75221047  23.88721606 -11.29266788   3.00321713 -13.13428067
  13.57041581  -1.47977966 -24.70143832  -8.45453354   6.94488654
  26.65318778  -4.95977076   3.03264229 -26.05594505  -8.2460367
   6.64379249  -7.02497469  -6.89082245 -25.18657082  18.71763959
  21.04940578  17.84518998 -27.36370136 -21.89019642 -16.83416638
  -4.03734761  18.86613885   7.44287903 -17.88829933   0.93837173
 -10.91080537   5.41872443  10.02382277   5.6234455    3.01890515
 -33.00242586  13.97442691   5.47734877  -8.65706591   5.91584237
  27.82071369 -33.93695804  10.84814307  22.30809618  -4.38719065
  10.08367857  17.1577391   19.08043454 -20.65048514   0.470645
  19.29011773 -10.9541913    3.7309454  -19.65041553 -11.84527355
 -28.09410714   9.54403456  -8.78539714 -13.70036154  -3.09895938
 -10.12344204 -17.67571287  -2.80872162  44.53215748  -1.30735169
  -7.33668855 -25.47104433  29.57665797  -1.34280973  -4.0768959
   8.16946151 -15.17722266   4.07453644 -43.83775133  -4.96141098
 -18.72126706  -7.36322295  13.10554238   6.43404869  18.38439321
  -1.06048566   4.04316771 -11.82658479  -9.35920423 -12.28898055
  -5.56188852   7.51669655  14.49329771   6.892877    12.64373633
   8.93047668  -5.77034708  20.19099446 -15.3912691   -4.56321999
  -5.62354078  -7.35116528  10.5357664  -24.04971244   0.56312701
  23.3291104   -6.08277457 -23.98641063]",ОБОЛЕНСКАЯ_ЕЛЕНА_ГЕОРГИЕВНА,39
"[  7.97002924   0.04274919 -13.35580429  -3.47322178  -6.82082852
  16.85801992  -1.40529641 -12.97912175   2.01125915  -7.07987621
   7.66241434  -9.95222891   7.14992795   8.70235595   2.55381885
 -12.76429891 -11.74271073 -11.80763994  -0.87220548   1.81459587
 -12.20153863  -5.30855203  -1.3980859   -3.86726673  -1.01245542
  -4.15603889   8.51604221  -4.02898328   3.07819642 -12.08286436
   5.82355299  -1.80191555  -9.24575468  -2.61711416   4.34276224
   9.30869195   0.9152529    0.09259734 -10.53410301   1.2218894
   5.16565353  -2.0727794   -3.07900157 -13.55297946   3.54390834
   9.10787647   7.59769264 -11.52329831 -10.98695827  -8.65232171
   4.07548577   6.46739282   2.40511807  -6.3182673   -4.18890573
  -2.17225953  -3.78101316  -1.50114374   4.3172209   -0.49106597
 -13.50789249   5.19837061   0.93882802  -2.20017409   4.33880817
  11.95297397 -13.40413253   2.39257202  16.33202404  -5.27302777
   5.04855086   3.41308914   7.20214648  -8.43409875  -0.49148568
  10.83491288  -1.28472138   2.28241198  -4.35137581  -4.95713792
 -16.73131665   0.65674932   0.21800995  -5.67620616  -0.45075209
  -3.51550376  -7.87509374  -3.09846884  21.89147105   3.69535149
  -1.13250645 -11.39431973  10.72680053   2.46659851  -4.31555683
   4.44619864  -8.93795579   0.48564405 -22.58287573  -4.78072836
  -5.31884579  -5.27007378   8.12137599   3.44668833   8.8241215
  -2.86833694  -1.46190765  -4.7556964   -5.6131547   -5.85965152
   3.85092827  -2.10825268   6.65744599   5.68406175   4.82209805
  11.81317363  -1.586568     8.09813672  -3.66713211   2.5331827
  -4.04111447  -3.84006413   4.47472832 -16.12989369  -2.06315873
  13.32112501  -6.11183266  -8.77295115]",ЕВСЕЕНКО_АНДРЕЙ_ВАСИЛЬЕВИЧ,16
"[ 13.63768529  -2.98981285 -20.81643008 -16.12543795  -2.99394685
  24.4439646    0.98459767 -24.40760555   1.78904768  -3.45301424
   8.3627902  -10.50129283   8.16094237   3.08353629  11.47292698
 -15.94328559  -9.9815452  -17.5666371   -5.09795574  -1.69808299
 -14.60811081 -10.78934082  -3.42577963  -9.9021084   10.12052355
  -3.66230851  20.63127435  -1.60764074   2.77403635  -9.51655898
   5.22868805   2.01590542 -15.47076549  -5.32969921   6.83914663
  21.68021056  -7.08497621   4.31229917 -25.24077096  -5.02774169
  -1.16279577  -6.46603631  -4.58809894 -15.69341392  13.00407728
  12.53139825  10.71402091 -24.25567248 -13.44556254 -13.15953598
  -8.38284252  18.63207713   4.77457192 -14.68869265   0.6422699
  -8.03923662   0.5511861    4.91185228   0.41089659   4.45421671
 -22.1329848   12.64355152  -1.53333979 -10.18607315   6.31617725
  21.62625916 -27.6220796    5.04241604  12.37713146  -3.29301862
   4.2522547   12.44776283  17.0360465  -14.52745248  -1.04809103
  17.91224003  -7.73513807   9.20117043 -13.19329858 -11.26590156
 -18.20256197   9.18887802  -6.46836219 -12.2288005   -9.80746679
  -7.84813651 -15.42967156  -4.83435311  33.99821688  -4.51986386
  -7.34689015 -16.40977465  20.23913965   1.90424327   2.12344111
   6.76530915 -10.02322849   8.55399852 -30.73470881  -3.49681199
 -15.78809686  -4.99572341  11.01019407   4.68980204  13.51313993
   3.03578152  -0.0455966   -9.71868691 -10.90974935  -7.32012204
  -0.94910731   4.30100719  13.73117432   4.34909281  13.75722066
   3.8499728   -0.54898924  13.28860841  -8.41566276  -1.0801414
  -1.340881    -3.47243802   6.06229502 -23.19411086  -0.61449842
  15.61954809   1.29439747  -9.76828313]",ГАВРА_ИРИНА_ВИКТОРОВНА,9
"[ 6.86156020e+00  5.74682968e-01 -2.39050587e+01 -8.68655833e+00
 -1.16950660e+01  2.91178909e+01  2.18584329e+00 -1.83659624e+01
  3.16667453e+00 -1.07964855e+01  8.88779878e+00 -6.58461243e+00
  1.59115497e+01  1.50595104e+01  1.67861694e+00 -2.11704281e+01
 -1.32087747e+01 -1.93786093e+01  1.12193451e+00  3.34343771e+00
 -1.81389999e+01 -9.41649018e+00 -9.81526966e+00 -6.39214395e+00
  7.74335933e+00 -2.83963412e+00  2.13698565e+01 -6.99462732e+00
  1.19068454e+00 -1.34680138e+01  1.17406320e+01 -7.77506517e+00
 -1.73901043e+01 -5.11431365e+00  5.38893897e+00  2.16681943e+01
  3.56398463e+00  1.00232805e+01 -2.02442424e+01 -6.17937791e+00
  3.26114651e+00 -6.45144299e+00 -6.26490591e+00 -1.78920152e+01
  2.10776597e+01  1.81968244e+01  1.31920095e+01 -1.82204278e+01
 -1.23552718e+01 -1.60562287e+01 -1.65071864e+00  1.48896332e+01
  6.83905800e+00 -1.25895617e+01 -7.94154618e+00 -2.40326004e+00
  1.53474414e+00  7.15851755e+00  6.50682544e+00 -2.99863967e-02
 -1.85387338e+01  1.04527701e+01  3.00689670e+00 -7.57883198e+00
  8.15666906e+00  2.32817668e+01 -2.29836863e+01  6.20789345e+00
  1.91678294e+01 -3.08023586e+00  6.42345052e+00  9.28913718e+00
  1.60207412e+01 -1.67969530e+01  4.17812924e+00  1.45518777e+01
 -5.71245252e+00  6.24863852e+00 -1.87480447e+01 -1.04785578e+01
 -2.63350986e+01  6.86638886e-01 -3.03311353e+00 -1.31967819e+01
 -4.86121638e+00 -1.39506872e+01 -1.58020523e+01 -7.43453034e+00
  3.60462387e+01 -1.93522349e+00 -3.18736242e+00 -1.66637134e+01
  2.24878056e+01 -6.69433616e+00  8.21731312e-01  1.03949403e+01
 -1.52019731e+01  2.11077582e+00 -3.86854724e+01 -3.45842567e-02
 -8.17830682e+00 -7.98919468e+00  1.13620490e+01  8.61662227e+00
  1.31453036e+01  1.71189142e+00  7.86993019e+00 -7.02914383e+00
 -5.69147100e+00 -3.18492490e+00 -4.14974870e+00  2.73886308e-01
 -6.66704233e-01  5.47606075e+00  1.17111491e+01  9.21637422e+00
 -5.46380909e-01  1.69915484e+01 -6.64376347e+00  2.41745926e+00
 -1.15357987e+00 -7.07539113e+00  5.71407210e+00 -2.19511112e+01
 -3.79690024e+00  1.71071485e+01 -2.10440027e-01 -1.19482070e+01]",ДАРЬЯ_МАЗАНОВА,11
"[  8.17659126  -2.90847528 -12.90878752  -6.29714432  -6.17350089
  19.15495194  -2.32424277 -12.23916304   1.34227405  -5.08124506
   5.95648218 -11.84240953   5.53212435   8.61449286   3.52441379
 -14.42818637 -12.45504538 -11.06416199  -1.25239669   0.30734817
 -12.48219353  -6.39758245  -3.0678249   -6.83403423   1.61688891
  -1.41302462  10.89609767  -4.13301909   2.90598086  -9.29856741
   4.94264194  -1.88646943 -12.49082054  -2.61404847   2.05244726
  11.85791258  -1.3716427    1.42845374 -13.49385371  -3.85875416
   5.25375143  -1.90882926  -2.50852793 -13.31924807   7.66486357
  11.97080153   8.76855707 -14.20446321 -13.30043152  -6.95857387
  -0.32255151   8.97023622   1.05075888  -6.58608741  -0.09211595
  -3.05820704  -2.0295479    1.3157036    4.09094059  -0.39994103
 -17.09130527   7.24167207   2.01641931  -0.84359282   3.57532074
  14.60760754 -14.71315728   3.08422266  15.5603054   -2.68086427
   5.09960158   6.4280437    8.32807166  -8.58636739   0.78677004
  11.22023376  -4.46603917   2.67269214  -7.70115055  -7.01245184
 -14.70104548   2.16163238  -2.57026892  -8.14849936  -2.30509344
  -3.61904686  -9.94682004  -2.94450602  22.8385154    0.94920664
  -3.09238656 -12.53175998  14.19931472   0.32512836  -3.75764034
   3.50597947  -6.53156847  -0.38443058 -23.52858022  -6.66790479
  -7.50626962  -3.52391133  10.19883712   4.55148497  11.12197422
  -0.8736495    0.05375693  -6.66281839  -4.52080958  -7.01495115
   0.37776498   3.4199968    8.56362626   5.88424402   6.11835111
   9.61018869  -1.88487825   9.68698544  -5.85751878  -2.40737248
  -4.21670652  -2.46349339   4.68837112 -12.44752957   1.29864928
  12.817931    -3.97216857 -11.1578941 ]",ЖАРИКОВА_НАДЕЖДА_ВАЛЕНТИНОВНА,19
"[ 1.41239106e+01 -3.59360392e-02 -3.05007067e+01 -1.26709048e+01
 -1.04972152e+01  3.19353555e+01 -3.07903443e+00 -2.46560155e+01
  5.92729028e+00 -5.96891161e+00  7.62254122e+00 -1.86617211e+01
  1.04823853e+01  2.06714911e+01  6.38811753e-01 -2.27266098e+01
 -2.05360513e+01 -3.02936699e+01  4.15141600e+00 -1.26729833e-01
 -2.27535155e+01 -1.06855113e+01 -5.07395213e+00 -5.47691058e+00
  2.48830389e+00 -7.26937070e+00  2.11399658e+01 -7.27653286e+00
  7.01305823e+00 -1.42391361e+01  1.26639359e+01 -5.87435973e+00
 -1.68586685e+01 -6.53666566e+00  1.96133038e+00  3.32955032e+01
 -3.56291454e+00  3.63355968e+00 -2.45785683e+01 -4.04145551e-01
  3.86644831e+00 -3.09791360e+00 -1.05033410e+01 -2.65493150e+01
  2.33632382e+01  2.35916334e+01  1.42893402e+01 -1.98120615e+01
 -2.09218633e+01 -1.05039434e+01 -2.67627096e+00  8.90311151e+00
  1.29249270e+01 -1.59692274e+01 -2.29864414e-01 -8.89784063e+00
  4.26901469e+00  3.93343556e+00  8.78165444e+00 -1.73270633e-01
 -3.65201697e+01  1.10159749e+01  2.82757235e+00 -4.60428223e+00
  7.33702672e+00  2.30630405e+01 -2.80979208e+01  1.20385581e+01
  1.84899485e+01 -5.60376494e+00  7.95120042e+00  1.77313804e+01
  1.14155905e+01 -1.54727526e+01  1.37324367e-01  2.10634900e+01
 -1.50382752e+01  1.40081971e+00 -1.64321572e+01 -1.37011962e+01
 -2.97113284e+01 -1.40384295e+00 -5.99107602e+00 -1.43091157e+01
  2.53014228e+00 -1.14012734e+01 -1.99352650e+01 -7.09534627e+00
  4.15477778e+01  3.43707413e+00 -7.83082664e+00 -2.28491513e+01
  2.40973432e+01 -3.04269962e+00 -2.65765801e+00  1.28379447e+01
 -1.45748885e+01  1.66752481e+00 -4.50468970e+01 -1.53301870e+00
 -1.01210951e+01 -1.21863017e+01  1.09464800e+01  4.26016290e+00
  2.19021652e+01 -1.38790782e+00  8.75099250e+00 -1.16623292e+01
 -8.17751385e-01 -1.45370398e+01 -1.00911925e+01  3.96421054e+00
  1.03008456e+01  3.55839821e+00  2.64250906e+00  1.21571522e+01
 -1.20109265e+01  2.07557657e+01 -1.09004702e+01 -2.27523467e+00
 -7.39166514e+00 -2.34249989e+00  5.66530875e+00 -2.40459539e+01
  2.22445303e+00  2.15818111e+01 -1.36276753e+01 -2.26105781e+01]",ЦАБЕ-РЯБАЯ_ИНГА_ВЛАДИМИРОВНА,54
"[  8.56010476  -2.86095344 -16.62693539 -11.8487938   -6.71355511
  26.19618674  -9.56648548 -13.56235708  -0.25973138  -7.68070906
   8.64788999 -10.29372671   7.87825361   6.68311573   3.04651761
 -17.62299996 -18.21139457 -14.35309004  -4.42807287  -2.78340107
 -13.83818579  -5.46690583  -2.23176658  -9.46291047   5.70472058
   2.31091659  14.24734831 -10.18422005   0.74545604  -7.13856191
   8.03399161   2.84289826 -20.90854308  -5.30441785   7.77471207
  13.15809801  -6.86706175  -2.5277719  -17.2207479   -9.22837114
   4.5973373   -6.55070366  -3.71864735 -18.07306588   7.13569186
  11.86612032  12.31594529 -18.59085474 -20.506595   -16.60883967
  -1.57539522  20.34765436   0.98257211 -10.38059065   1.29089769
  -4.65766114   3.54531812   4.04947766   3.17154639  -1.02390042
 -24.27187673  10.53188287   6.07016692  -7.51482419   6.1137431
  20.3814241  -25.47737599   3.8636915   18.05448238  -1.4007759
   6.03067044   6.957342    14.63663271 -15.35269072  -1.33894645
  15.08246317  -4.14775226   3.41764226 -11.0110623  -13.475226
 -17.36778809   8.98901339  -4.09090812 -10.14370402  -3.4653805
  -6.70908216 -10.41979742  -0.80412023  34.75976804  -2.97447948
  -5.53441076 -16.99765316  20.82167216   0.04235984  -0.41156755
   3.98930049 -12.62904993   4.08398039 -30.02213883  -8.14383187
 -17.83887963  -5.34225947  13.57454669   6.61065384  12.50345172
  -2.35417457  -0.46240878  -9.86922693 -10.2281335   -8.1527301
  -0.78551641   5.66362222  15.78339116   5.84514178  11.90705127
   7.81910508  -3.67115647  14.31588543 -13.15913244  -1.08572188
  -2.11411742  -7.9362912    6.25826958 -15.77914292   3.36979912
  14.43688371  -2.26957645 -14.11122987]",ЗАБОТИНА_ИНОРА_АЛЕКСАНДРОВНА,25
"[ 10.1878613   -2.9290847  -14.4146333   -4.62300388  -7.10131311
  19.46506622  -0.46084838 -10.04111293   3.23186176  -5.02151122
   5.12164031 -12.47770724   5.54910536   8.35846473   2.26363713
 -14.81399077 -11.54449655 -11.27984908  -2.19820957   1.7599375
 -13.5413773   -8.5906214   -3.46549472  -6.33281092   0.48752023
  -0.43664404  14.06591659  -3.50546555   4.0544341   -8.53385921
   3.53301277   0.13123976 -13.436256    -2.42221434   2.77260896
   8.97885103  -2.59989053  -2.80345651 -16.07034798  -4.1593758
   3.59779232  -3.07680113  -2.37023985 -16.95388276   4.60879921
   9.7713424   10.83555229 -11.89837795 -15.6290243   -8.23346284
   2.14570482   8.34293524  -0.22753501 -11.31380872  -7.03944448
  -1.81352398  -3.59197668  -1.38821887   2.28416455  -2.08922785
 -19.16885283   7.17765734   1.58449855  -2.98172501   4.90513873
  16.12786579 -18.33329768   1.74307113  14.33828234  -1.35573351
   3.63530121   5.13173397   7.11140469 -10.26890957   1.22554297
  14.24056908  -2.64579484   3.69079526  -6.85537968  -5.4788214
 -15.31209277   2.32310315  -3.53796404  -8.62179639  -5.18002177
  -6.14999117  -9.03671818  -5.33157056  24.44845343   2.36462637
  -7.74789157 -11.94842949  16.14169138   1.82434191   2.62652739
   0.21836701  -6.51689103   3.8061421  -21.57184466  -6.15094216
 -10.02949125  -4.2706179   11.3525325    5.10185067  12.28489538
  -0.5690768   -1.26307869  -6.97949296  -3.1141167   -8.55236178
   2.0756328   -1.0674798   10.91280047   4.20684476   9.52342421
   8.76319606  -1.1004848    8.62297934  -8.00251825   0.86839603
  -5.15873696  -4.45813505   6.05234427 -12.25610344  -1.56625954
  13.01983957  -4.24009281  -6.4530629 ]",ОВСЯНИКОВА_ЮЛИЯ_НИКОЛАЕВНА,40
"[ 1.16829247e+01  1.35554149e+00 -2.45842638e+01 -6.87562701e+00
 -1.13943608e+01  2.87002165e+01 -4.29446289e+00 -1.62856738e+01
  3.76434210e+00 -7.57823806e+00  8.61610150e+00 -1.21808933e+01
  1.04879131e+01  1.17468408e+01  3.75762005e-01 -1.78854576e+01
 -1.91331331e+01 -2.05087304e+01 -1.74608081e+00 -1.02239500e+00
 -1.77456311e+01 -1.01178813e+01 -1.51120686e+00 -4.51850653e+00
  3.59281267e+00 -3.75962395e+00  1.58249190e+01 -9.46062238e+00
  2.72334083e+00 -1.48513131e+01  8.28045159e+00 -3.42171883e+00
 -1.84160337e+01 -5.70368588e+00  4.96971527e+00  1.97994853e+01
  1.55159400e+00  5.16086398e+00 -1.77082259e+01 -3.17819495e+00
  6.40189237e+00 -5.46920355e+00 -5.24845648e+00 -2.12046143e+01
  1.10180842e+01  1.45306841e+01  7.26270155e+00 -1.97741128e+01
 -1.80587776e+01 -1.36972156e+01 -1.16302714e+00  1.26348740e+01
  4.73988393e+00 -1.27966864e+01 -5.00585128e+00 -3.51922380e+00
 -2.27172789e-02  4.65923558e+00  7.07278996e+00 -4.97839422e-01
 -2.42507064e+01  8.46136844e+00  2.29557815e+00 -5.28793825e+00
  5.18678266e+00  2.07814660e+01 -2.24448361e+01  5.67644099e+00
  1.96872883e+01 -6.68817493e+00  6.32254117e+00  1.15011854e+01
  1.38778280e+01 -1.47552726e+01  3.12303441e-01  1.31725696e+01
 -2.87804071e+00  3.01561182e+00 -1.22621022e+01 -1.13350371e+01
 -2.58978749e+01  2.39428714e+00 -3.04109628e+00 -1.16474321e+01
 -4.16095179e+00 -9.71992276e+00 -1.35739585e+01 -3.97946693e+00
  3.46308227e+01  9.19505125e-01 -4.70280751e+00 -1.55179386e+01
  2.02029253e+01  2.29771411e+00 -7.91439862e-01  9.24759342e+00
 -1.51412755e+01  2.89002821e+00 -3.60187267e+01 -7.19173744e+00
 -1.35689772e+01 -1.00287603e+01  1.18222357e+01  6.01484283e+00
  9.35901266e+00 -2.65385328e+00 -2.24195260e+00 -9.21976294e+00
 -8.54277923e+00 -1.01226645e+01 -7.15575837e-01  1.80631312e+00
  1.11655948e+01  7.97033041e+00  5.90680880e+00  1.16440658e+01
 -4.09244009e+00  1.43882757e+01 -8.48575319e+00  6.63176611e-01
 -5.07851810e+00 -6.54598166e+00  4.54219446e+00 -2.12362477e+01
 -1.23394668e+00  1.47908959e+01 -6.60213163e+00 -1.59319156e+01]",АБКАРОВА_ЭЛИНА_АРТУРОВНА,2
"[ 8.95096097e+00  1.46116611e-01 -1.64223784e+01 -4.49619800e+00
 -6.62480354e+00  1.91361236e+01 -3.32700722e+00 -1.36995972e+01
  2.42854390e+00 -6.66976695e+00  6.75263162e+00 -8.92700788e+00
  6.98174346e+00  5.74698012e+00  3.65616362e+00 -1.41994438e+01
 -1.01933900e+01 -1.13051389e+01 -3.28743087e+00  1.28401556e-01
 -1.07153941e+01 -5.99252885e+00 -1.67457950e+00 -5.87066161e+00
  4.27964259e+00 -2.00720096e+00  1.22461340e+01 -5.94405665e+00
 -2.08636424e-02 -1.19434114e+01  4.91370355e+00 -1.39648406e+00
 -1.43485961e+01 -3.83523506e+00  5.40235998e+00  1.03602162e+01
  4.94296140e-01  1.84712352e+00 -1.19413989e+01 -3.61282916e+00
  3.32989710e+00 -5.85204799e+00 -4.61755665e+00 -1.34385081e+01
  5.12086347e+00  8.27196909e+00  9.53750185e+00 -1.46397303e+01
 -1.24304330e+01 -9.32710644e+00 -8.22209918e-01  9.99982050e+00
  2.69046404e+00 -6.66892732e+00 -4.12788881e+00 -2.71010582e+00
 -2.73943629e+00  2.98611504e+00  2.36069912e+00  5.29249377e-01
 -1.32679264e+01  6.56709708e+00  1.09337349e+00 -6.18636605e+00
  2.70943167e+00  1.31388336e+01 -1.58134290e+01  6.01593942e+00
  1.54701150e+01 -3.37403618e+00  6.08195294e+00  5.95090124e+00
  9.50378900e+00 -1.17412386e+01 -1.54608625e+00  8.84943006e+00
 -1.65708077e+00  3.87033412e+00 -7.93814399e+00 -6.49557092e+00
 -1.59484705e+01  5.41616198e+00 -2.41249373e+00 -9.48445965e+00
 -4.16874772e+00 -4.94786693e+00 -1.03285927e+01 -3.39717265e+00
  2.34626907e+01 -1.05156773e-01 -2.39689798e+00 -1.16430779e+01
  1.37156952e+01  4.86599318e-01 -3.23206399e-01  4.63645664e+00
 -9.22137061e+00  1.95324881e+00 -2.38690312e+01 -2.91044113e+00
 -9.83962103e+00 -2.42698574e+00  8.87215392e+00  3.51395216e+00
  8.77063295e+00 -3.98560334e-01  1.99788739e-01 -5.43559623e+00
 -7.90171134e+00 -3.41212469e+00  2.24328321e+00  3.17582184e-01
  5.54612949e+00  6.98998084e+00  6.90035972e+00  7.58107829e+00
 -6.13588650e-02  8.46880055e+00 -6.61698043e+00  8.28485270e-01
 -3.03736268e+00 -4.34217887e+00  5.78712440e+00 -1.35974529e+01
 -2.66283140e+00  9.99076822e+00 -3.14884300e+00 -8.41888508e+00]",ВАВИЛОВА_ДАГМАРА_АРКАДЬЕВНА,5
"[ 13.2134133   -2.4230232  -25.40983558 -11.91521874 -14.55058331
  39.7326149   -0.77542493 -19.78082023  -0.3766838   -8.51675759
   8.90833979 -15.49581664  15.13178225  17.38008168  -0.69182594
 -24.03610099 -22.96714434 -23.23876101   6.55865174  -0.75774116
 -21.13985614 -12.65060749  -7.65960218  -4.60546045   2.15432855
  -2.13096846  19.37106931  -8.42238356   0.38551097 -14.75501275
  20.09637895  -8.37195267 -20.58316949  -1.9907585    1.88475491
  26.89306026  -1.86845027   3.97563166 -21.78019878  -7.36069727
   6.34183452  -5.24556025 -10.37105839 -22.6855844   22.22042704
  21.83452372  15.55217012 -22.7713496  -24.12054714 -17.42437394
  -2.31696022  20.84501628   6.92082837 -13.35906432  -3.25601576
   1.70388223   2.49200876   5.7325395    6.56638159  -5.37755869
 -30.34066289  14.00137837   7.96603118  -3.01823951   1.81472213
  25.00706563 -30.29833553   9.81458788  27.07576442  -4.24155956
   7.95995629   9.87985813  14.71994498 -15.05221247   2.80567081
  21.71636734  -8.81823674   1.65153218 -20.3097767  -17.51227538
 -27.81169434   2.29711677  -2.95052356 -15.8455114   -2.14451231
  -9.06127725 -14.4152497   -2.48672714  40.63953616   1.04986354
  -5.0572255  -16.21172129  26.87588025  -0.87738498  -7.00424682
  11.64577258 -17.13042025  -4.1638881  -47.46724554   0.39795699
  -6.53685898 -12.75946619  12.97528963  11.53398745  13.07986813
   0.78085513   2.69113054 -11.56306914  -5.9550982   -9.13586954
  -4.68325897   4.21583918   1.29780976   8.31928162   8.87127258
  14.74259856  -3.50012187  18.65754301  -9.77522577  -3.58065408
  -4.68778574  -7.67847494   9.45464509 -26.23983474  -0.92856906
  16.48812985  -8.08547995 -17.13728378]",САВЕЛЬЕВА_ЭМИЛИЯ_ЮРЬЕВНА,46
"[  6.87990698   0.05959033 -29.90486606 -15.11388464 -10.09473789
  33.78598119  10.90592492 -23.98920962   5.39265738 -10.70269327
   2.32123079 -13.90235806  17.03591898  26.09431254   2.55832887
 -19.73113415 -18.35347382 -22.07056639   6.40122462   0.51118766
 -21.11949523 -12.11359361 -12.69691594 -10.7281533    2.61981751
  -6.43898817  19.53100016  -3.59582309   4.7653882  -10.76786618
  16.62070028 -10.1751425  -12.70148627   1.13907892   7.21203352
  32.09682355  -0.89729548  13.38765357 -26.23395615  -3.21131678
   2.67997711  -5.93554537 -10.02455026 -17.41161881  23.31647826
  22.92264843  12.60431069 -21.9009685   -5.71232425 -12.97323743
  -3.09883654   8.16911642   5.07547962 -16.99192375  -5.75389317
  -4.15916843   1.84800473   3.42162026   9.59973755   4.3070251
 -24.52803043  12.43568071   1.23719356  -6.22803006   9.0737994
  20.02394834 -25.35818309   0.9634517   21.76513461  -3.11959824
   7.38076241  13.99973298  16.96728367 -20.01464272   3.96713456
  24.48261686 -15.79340934   7.16862732 -24.82640294  -9.86027839
 -33.3041914   -0.6393935   -0.45029979 -16.67875499  -2.05951453
 -18.02096636 -21.47677222  -4.87115334  41.09850283   3.67585411
  -4.41795758 -25.91047893  24.93541569  -6.85563528  -7.61862488
  10.94116217 -14.63684926   1.96703461 -42.50089045   0.5881161
  -0.78358017 -14.71515087   9.25704734  10.16121953  18.81317695
   0.61026151  13.11050078  -1.87979941  -1.33338294  -4.83068315
  -6.78011577   0.48303635  -3.98778278   1.47460971  10.54458834
   8.12203849  -4.92892195  18.24682812  -6.85383737   0.43165345
 -10.18192773  -3.47546774   6.43539216 -30.24135237   0.2701669
  22.28163161  -6.73848597 -10.26506422]",САВИН_МИХАИЛ_ЛЕОНИДОВИЧ_(III),47
"[ 10.52947689   1.27000932 -18.851224    -0.98061199  -7.75880533
  20.26936204   3.72013149 -18.37607454  10.56736069  -6.37838451
   7.84160905 -17.01654002   8.91449141  11.17850746   0.83117542
 -12.97756383 -11.33126034 -14.81496485  -3.00578962   8.51042527
 -13.62077432 -10.82265973  -5.54534596  -4.46893585   2.13434568
  -8.5534037   13.86517069   1.50370955   5.93082615 -15.64854835
   4.71976497  -5.02330759  -9.5799378   -4.04374113   4.97249354
  18.04344018   0.82698087   1.37784457 -17.15825472   3.3353274
  -2.43493983  -2.06071645  -4.60430942 -15.56462051   9.88286775
  19.1503276   14.4408196  -13.59087242 -12.19709592 -10.27185059
  -3.40250475   3.01149983   3.25067807 -11.18121796 -10.08297786
  -8.7961783   -0.25539077  -2.46896622   5.64817262   0.28533417
 -18.96342725   4.58109845  -1.49102249  -5.16342504   9.63302063
  13.97219764 -19.46733503   5.56799586  17.49013092   2.36253779
   5.78469357   5.12087239  13.37407066 -13.61992421   1.05269845
  15.46090824  -6.87945072   4.79450111  -9.5796173   -6.70660307
 -20.82196286  -0.9685216   -3.45198584 -11.88905121  -4.4949874
  -7.32594323 -19.53278737  -7.46220721  30.85838655   2.95033368
  -7.96550811 -13.70774905  16.09281773  -3.09964608   0.79810266
   1.09153823  -8.60655109   0.71242462 -25.62862879   1.63442055
  -5.03064784  -7.34752832   6.08339366   1.33214892  11.25501057
  -2.55576256   6.93088227  -8.00660107  -2.23520381  -3.67877191
   1.02094296  -0.26494199   6.27231763   3.1676884    7.54652772
   6.83307967  -2.61053973  10.4483899   -2.78072227   4.81543533
  -6.50276879  -4.51341637   8.3713434  -21.88731097  -3.11975066
  13.37177665 -10.52214606  -8.17681199]",ЖВАЧКИНА_НАТАЛЬЯ_ЛЕОНИДОВНА,22
