Embeding,Label,Label_int
"[ 6.92701465e+00 -3.33656164e+00 -1.40736263e+01 -4.84205017e+00
 -8.31540798e+00  1.97408283e+01 -5.51265855e+00 -1.05791704e+01
 -6.22778488e-01 -5.45521692e+00  5.66520254e+00 -9.64308064e+00
  7.63812297e+00  8.01142485e+00  1.46805460e+00 -1.56514531e+01
 -1.28057532e+01 -1.33831909e+01  2.10479176e+00 -2.19911199e+00
 -1.23511582e+01 -4.62543476e+00 -3.11832032e+00 -6.68494550e+00
  2.78509615e+00 -5.00238498e-01  1.13340108e+01 -6.58216597e+00
  1.01552209e+00 -7.69333940e+00  7.68421706e+00 -1.05690595e+00
 -1.43101783e+01 -2.18015041e+00  3.03715350e+00  1.28864217e+01
 -1.64578800e+00  7.37145757e-01 -1.25658701e+01 -4.30625183e+00
  4.03763464e+00 -3.17749924e+00 -3.79008846e+00 -1.55686017e+01
  7.16100813e+00  9.82825978e+00  8.85396870e+00 -1.30144132e+01
 -1.47574275e+01 -1.00857832e+01  1.96406975e+00  1.23683744e+01
  3.56273201e+00 -7.75312560e+00 -2.54295545e+00 -3.18262865e+00
  1.18690171e+00  3.20686231e+00  6.29922658e+00 -3.33701079e+00
 -1.79336527e+01  7.42233439e+00  2.89625809e+00 -4.44475243e+00
  2.07447469e+00  1.53567141e+01 -1.71372031e+01  5.80951254e+00
  1.50072874e+01 -2.60559532e+00  3.38206481e+00  3.85145897e+00
  8.30228539e+00 -9.23477294e+00 -1.54831248e-02  1.14624877e+01
 -2.47660561e+00  1.25748155e+00 -8.85783992e+00 -7.19432996e+00
 -1.53219231e+01  3.22217822e+00 -1.97240857e+00 -7.73097773e+00
 -1.07754316e+00 -2.97520352e+00 -8.04947619e+00 -3.29953169e+00
  2.46012665e+01  1.82170579e+00 -3.07004256e+00 -1.17208547e+01
  1.66606097e+01 -2.69586554e-01 -5.99698512e-01  5.96433857e+00
 -1.06005122e+01  1.41367422e-01 -2.58553465e+01 -2.87590583e+00
 -7.85878320e+00 -3.63723308e+00  8.36453625e+00  5.11508656e+00
  9.98664024e+00 -2.07441237e+00 -2.03354765e-02 -6.06352079e+00
 -5.83422583e+00 -4.95028309e+00  5.38180126e-02  2.27264612e+00
  8.67735759e+00  5.92241145e+00  6.49395720e+00  7.76535315e+00
 -2.87445578e+00  9.99800824e+00 -6.96781604e+00 -4.66230390e-01
 -3.20042952e+00 -5.06339695e+00  4.39602200e+00 -1.38283153e+01
 -1.34118779e+00  1.07093675e+01 -2.62562865e+00 -1.17216256e+01]",АБДУЛОВ_ВИТАЛИЙ_ЗИНУРОВИЧ,6
"[ 12.65787673  -1.03709961 -27.05716316  -6.09866901 -10.83333792
  29.05203542  -2.59715059 -23.0046401    4.64534909 -14.59472383
   9.69255494 -14.91212006  13.55390932  18.76914965   4.73541816
 -25.18420892 -19.05240309 -20.62756957   0.770322     1.87011798
 -18.16550899  -6.31955208  -6.97552549  -9.87067335   0.36201336
  -6.57395611  12.68603035 -10.49215164   1.68700583 -17.34429545
  12.10394689  -9.16416392 -18.95346133  -1.90741502   7.47125726
  16.19277246  -0.1431059    5.26883426 -18.20768292  -3.94237823
   6.1903951   -6.09718935  -8.04999609 -20.97628028  10.75855117
  15.75238023  16.84698814 -18.09228012 -20.62045987 -15.12864411
  -0.13292398  10.02359757   5.14477782  -9.7792964   -7.00497698
  -3.67465266  -1.19172596   4.37858361   7.97058242   0.51294725
 -22.39004467   7.73882935   3.09868321  -8.58570359   5.75262561
  18.29603425 -26.53789579   6.1058688   29.50642359  -6.74183006
   8.05306646   9.37742054  14.7437432  -16.00465419   0.23330625
  14.9755614   -3.40350882   1.4746406  -12.91020749  -7.79173931
 -29.29124954   2.13349268   1.77289533 -15.40277399   0.78144597
  -8.17778408 -14.36074705  -4.22432943  37.86110162   3.51424387
   0.19620314 -22.42997573  23.08934112  -5.29035022  -2.42099512
   8.23468219 -12.75447829  -0.38472077 -41.97795282  -3.25812541
 -12.55894945  -6.57335073  12.3675798    8.02599411  17.47734909
  -2.70500548   6.39987746  -4.68353176  -5.64304608  -3.85127789
   3.73762429   1.68693767   4.87823918  10.13868676   7.35368237
  16.09613957  -4.25195391  12.84687048  -9.46020666   1.94293685
  -5.86817793  -6.63038339  11.2369821  -23.02669251  -4.47731798
  17.54824871  -5.23346035 -15.5376997 ]",ЗАБЕЛИН_ИВАН_ЕВГЕНЬЕВИЧ,45
"[  9.23105461  -3.66472748 -22.71721599 -18.01489951  -7.42524241
  25.09098263  -4.44965805 -16.0683096   -3.2533866   -4.03215388
   5.73312699  -9.38211352  13.19569722   8.26146059   4.97437343
 -19.90644253 -15.01124833 -19.32856866   1.29200007  -3.91197302
 -17.67324083  -6.12648511  -9.77841051  -7.58360302  11.00542546
  -0.04253427  17.00368461  -8.63823418   1.44586884  -7.16476758
  15.46837279  -0.90520735 -20.78121714  -2.97873861   1.80023292
  23.46180084  -7.92969836   6.2204076  -25.70891354 -11.98696332
   3.21277142  -5.14640756  -5.12026813 -18.62764548  17.99384264
  15.97056523  13.83146396 -24.7795622  -20.17287816 -12.17293214
  -4.88706794  20.27163138   9.14076631 -11.27292202   7.44931356
  -6.75874995   7.1902591    8.58391919  -1.14515296   3.17266064
 -24.81349389  15.23495703   5.12774324  -6.26761526   2.8578834
  20.0460359  -30.25977914   6.22457697  16.59340107  -4.66843735
   5.59900287  15.32214863  14.62333892 -18.06319089   0.13163958
  18.23439996 -12.06867101   6.82107047 -22.32071599 -13.49502541
 -23.71258879  10.21907704  -6.79435966 -12.30783913  -0.85660574
  -9.53276989 -15.82922235  -2.72259829  33.63084393  -2.38553029
  -6.32547796 -20.68653514  20.40467987  -5.08982609  -0.99933652
  11.87758368 -12.99989241   4.14373137 -38.41722557  -4.50900736
 -12.65893616  -6.93419932  11.97535959  10.50118744  15.23491567
   0.96255415   2.69441649 -10.40534287  -9.6925753   -9.01393755
 -11.36858983   8.85754021   7.17472329   6.33905012  13.05345435
   6.40102628  -3.61550321  16.36626005 -14.31772507  -3.94938799
  -5.62346219  -6.17186746   9.05361053 -23.28683277   1.79327776
  14.01502882  -1.94897567 -15.38060139]",Павлов_Олег_Григорьевич_(II),68
"[ 15.38750943  -1.03380744 -31.72267286 -17.60335308 -16.55941447
  50.41852258  -2.50863004 -26.0812348   -0.32833776  -9.39469479
  12.76604415 -19.36463105  18.83167231  23.65356958  -0.09764393
 -28.4629121  -31.30901985 -29.77945715   3.18507062   0.91236291
 -27.72698231 -12.24685116  -7.28962625  -6.64998508   3.68308615
   2.3978115   24.36366006 -18.75318519  -1.06686659 -15.4389335
  20.7614165  -10.36826552 -26.98360737  -6.66111331   6.05631932
  28.95467769  -2.36662538   4.92546551 -30.16008252 -10.97468294
  14.13042207  -4.99707004  -7.78511763 -32.52530705  22.65510679
  24.77850888  20.53390481 -24.72349119 -26.87612176 -25.36277107
  -1.28179575  30.96889319   1.8077883  -17.2936547   -3.23533967
  -0.36178778   2.51252824  13.01857252  10.16577219  -1.44673854
 -36.63443368  16.00435335  14.48216333  -7.58751997   5.41558682
  28.65713359 -39.01749195   6.7734797   35.69553606 -11.47570872
  11.40478083  10.84982216  22.75045562 -20.50351713   5.51718043
  27.87844588  -6.58106527  -0.2956062  -25.88883071 -21.73779278
 -33.63629106   2.31794334  -4.90550488 -18.91139317  -2.15226015
 -11.49735912 -16.19710685  -1.63621638  53.43939421  -0.31882208
  -4.36980772 -29.85803273  34.14140402   3.49736729  -2.85950228
  14.70161922 -23.06409124  -2.40564027 -55.6176101   -3.26033391
 -12.80623648 -15.78795123  16.07710821  12.38299558  17.42110832
   0.2575362    1.22148088 -14.44816017 -11.37916777 -14.36297671
  -5.7241786    7.94172966  -0.41923048   5.13592517  14.47556236
  18.75207057  -5.82533107  20.68707305 -18.54341826  -1.14766805
 -10.45924022 -15.1628796   12.11725872 -34.34039051   0.90726552
  25.15245665  -5.78282492 -19.30397595]",ЗАБЕЛИН_АЛЕКСЕЙ_ВАЛЕРЬЕВИЧ,44
"[ 1.45724727e+01 -2.12198110e+00 -3.10519861e+01 -1.85925920e+01
 -1.63786340e+01  3.99266269e+01 -6.84093885e+00 -2.14737206e+01
 -5.06944608e-01 -7.58110567e+00  8.51314617e+00 -1.42825440e+01
  1.81450492e+01  1.61371219e+01  5.95916113e+00 -2.76153043e+01
 -2.69771836e+01 -2.55685279e+01 -1.64178545e-01 -4.48050509e-01
 -2.50572373e+01 -8.85599718e+00 -8.15919728e+00 -5.45137982e+00
  5.70319513e+00  7.33057474e-03  2.09933953e+01 -1.54995522e+01
 -2.35633966e+00 -1.35785385e+01  1.79909914e+01 -5.59821647e+00
 -2.92112564e+01 -4.99251313e+00  5.48872637e+00  2.62017999e+01
 -5.35250897e+00  5.29787259e+00 -2.96772101e+01 -1.24298607e+01
  7.38750699e+00 -6.30036475e+00 -5.23258937e+00 -2.61519640e+01
  2.07916311e+01  1.91141022e+01  1.90157829e+01 -2.70344123e+01
 -2.79068926e+01 -2.08370526e+01 -3.40894021e+00  2.86209916e+01
  7.56321257e+00 -1.55798636e+01  2.97471592e+00 -1.00874540e+00
  5.69396042e+00  1.25222366e+01  3.73373345e+00  2.03104410e+00
 -3.33351531e+01  1.76758492e+01  1.12250780e+01 -6.01159190e+00
  2.46861160e+00  2.64917806e+01 -3.71818172e+01  4.11300617e+00
  2.72006343e+01 -1.03933600e+01  7.90950870e+00  1.42393457e+01
  1.94936153e+01 -1.97109357e+01  9.23572503e-01  2.36666048e+01
 -9.37061331e+00  5.61075859e+00 -2.21507975e+01 -1.83134393e+01
 -3.24634559e+01  7.42426648e+00 -2.86593259e+00 -2.01560250e+01
 -4.25906850e+00 -8.55572070e+00 -1.82041653e+01 -3.67679489e+00
  4.89377487e+01 -1.28216763e+00 -4.88675199e+00 -2.56168900e+01
  3.09964497e+01 -2.27282381e+00 -4.79867559e-01  1.43234311e+01
 -1.77644455e+01 -8.61546102e-01 -5.05739630e+01 -7.05331735e+00
 -1.67677593e+01 -1.49768409e+01  1.56837306e+01  1.16285863e+01
  1.63965404e+01 -3.05722255e+00  1.12400383e+00 -1.00802674e+01
 -1.42754286e+01 -8.99984282e+00 -3.81977920e+00  8.27278312e+00
  5.44639317e+00  8.06506216e+00  1.47131388e+01  1.58350502e+01
 -4.57076112e+00  1.98749876e+01 -1.89760420e+01 -4.40661999e+00
 -8.83743652e+00 -1.33309595e+01  1.01670483e+01 -3.21740466e+01
  2.10774657e+00  1.75088455e+01 -3.57589417e+00 -1.94244086e+01]",ЕВЕНКО_МАКСИМ_АНДРЕЕВИЧ,27
"[  6.42586222   2.14566829 -17.62280451  -6.3169097  -10.08670385
  19.12085852   1.06681349 -16.21804659   3.37304651  -4.0186606
   7.11362145 -11.23004925   7.84194347  11.0345401    0.48853048
 -15.13966928 -11.58972419 -16.0282067    0.1149491    1.23392357
 -14.52550252  -6.52036924  -0.6672004   -3.86982416   0.89540572
  -6.21933656  10.88897909  -4.55192558   3.40548701 -11.24445847
   7.85787222  -4.85795015 -10.87225806  -2.84976385   2.850425
  16.40999364  -0.29455346   3.55834772 -12.25050263  -0.97036566
   4.88586642  -4.10072621  -6.37839952 -16.49351826   9.67017337
  12.63516094   7.82817023 -13.56378961  -9.44541219 -10.50189422
   0.88918726   3.77520238   5.82569014  -9.89495796  -3.00941288
  -2.91844286  -1.22221944   1.57544806   6.8038034   -0.87538379
 -18.35825719   6.79274192   2.03389617  -2.6708689    3.18226563
  14.47853863 -15.58006847   3.06623714  17.25711789  -6.39259692
   7.81040006   6.7505588    8.96238133 -11.07137143   0.20752341
  11.62607361  -3.86744801   2.74987744  -6.7525597   -5.81329652
 -19.68967582   0.04351161  -0.86152112  -5.66100776   0.55504816
  -6.32683944 -10.38027612  -3.65711083  24.43369972   3.9804249
  -2.00111606 -12.31357829  11.74209847   2.33130248  -6.98264147
   5.74429343 -10.6645036    1.63595896 -26.65894974  -2.10359456
  -4.53309784 -10.38804478   7.79206231   3.04608704   9.12581409
  -1.21404502   0.60068712  -5.22086702  -6.16914416  -5.30478402
  -0.98027815  -2.25826199   5.84605564   5.50703113   3.77987237
  12.45627428  -3.65514226  10.47871084  -5.07368912   1.67989509
  -5.05303417  -4.2073818    5.37931686 -19.52075737  -2.04681643
  14.82875519  -7.64556429 -10.44062828]",ЖАРКОВ_АЛЕКСАНДР_ДМИТРИЕВИЧ,38
"[ 12.28699391  -4.48771685 -20.44884929 -18.91894406 -10.62933685
  34.85845438  -1.43555615 -21.54835907  -2.9701072   -2.7477056
   9.59377576 -10.54924423  14.24165442  11.6270248    7.9817051
 -19.31043238 -23.04452209 -20.66731246  -1.57278673  -2.85653444
 -22.87969303  -9.64395324  -6.90636506  -4.81346283   6.1313106
   2.59017819  17.17286862 -11.27256721   1.92483625  -6.08152934
  17.56653141  -0.12049685 -25.47116941  -2.48553762   6.72110389
  20.5354133  -12.4511967    3.37388266 -27.76230417 -11.54651238
   6.88340977  -2.86741252  -2.54908113 -19.83440043  15.56916506
  17.16143735  16.19890824 -25.97270731 -21.15192681 -17.9022549
  -4.82127457  28.74350431   1.27830076 -11.00519513   3.62586707
  -2.05842633   7.88274558   8.51192639   1.65910085   3.32275514
 -22.72997225  18.35095241   9.05749662  -8.63781906   8.75207349
  21.99145183 -34.05359988   4.22891821  23.91567914  -7.25981058
   3.96981183  13.63118327  18.67296597 -15.32722772   1.48534624
  23.29921618 -10.0256836    6.24862858 -21.4307494  -18.58000577
 -26.9432998   10.01455994  -2.34199866 -15.34076046  -8.14605981
 -10.09591822 -14.67441183   1.52042902  41.17181046  -5.61042749
  -6.70012883 -25.39545273  27.04941231  -3.26055394   1.65241576
  14.0467991  -16.42852986  -1.64409458 -43.69463631  -5.37989669
 -14.84063279 -10.21880467  11.89341366  12.61343235  16.34237514
  -1.7572634    0.47101722 -10.67032177 -12.76664372  -8.70940749
  -6.16212649   8.59769582   4.53639783   6.92039538  18.17401211
   8.90853561  -0.71124087  16.63991237 -13.86242813  -0.23746774
  -6.32323328 -10.04344064  10.88533318 -27.00930661  -1.35036183
  19.22768997  -2.18926695 -13.17746217]",ВАСИЛИЙ_АБДРАШИТОВ,13
"[ 11.51449498  -2.04807647 -28.07038732 -17.60660676 -12.20465936
  34.25981286  -7.74880794 -22.88274865  -0.57783324  -6.61108988
   8.71250586 -11.09552519  14.99203566  13.82410524   2.02243051
 -22.96437491 -26.22738594 -28.79383555   3.54207126  -3.08221741
 -19.24813713 -10.84586735  -9.25334284  -6.28139355   8.83407455
  -3.51961495  21.07366138 -13.11268492   0.0902451   -7.11359095
  19.02355544  -7.15820938 -21.78681137  -4.22918847   5.25329394
  29.37936823  -8.83431288   6.80797496 -24.15415222  -6.55820513
   7.15232055  -5.05329953  -9.56650762 -26.38800528  24.97290388
  21.49864713  14.79785194 -24.70871916 -24.35544957 -14.12337951
  -7.11011974  16.89879647  13.10100057 -13.61540383   3.1441455
  -9.21094153   8.20119509   7.92280142   3.92157371   4.64352355
 -32.13165908  15.41489821   6.35616727  -7.18738743   5.62342808
  22.92349363 -35.60180899   8.67678692  23.70384537  -6.42236922
   8.84010723  19.80724608  17.35153152 -21.01734004   3.37032378
  21.70544152 -14.13008287   5.4051188  -24.79759367 -18.58274702
 -31.43180321   8.81713323  -5.33132795 -13.79787402   0.169173
 -14.8971054  -18.90573508   2.89466222  42.88797779  -1.61856239
  -4.56826937 -26.26991613  26.50393184  -6.09400038  -1.58374439
  11.56197104 -15.81604432   0.60569464 -46.75226939  -5.31998733
 -15.18971306 -11.62647146  10.01559823   9.27430608  16.80048444
  -1.2326984    9.98871574 -12.09164847  -7.27002662  -9.54260685
 -10.86536422  11.62612386   8.73222105   6.78119759  11.46637355
   7.20846333  -6.87239594  21.81418409 -13.94890976  -4.95643004
  -8.46813905 -10.40591875  11.15294606 -29.27368477  -2.03699174
  18.55056982 -10.1441588  -21.27635219]",ВАСИЛИЙ_АБДРАШИТОВ,13
"[  6.45934027   0.15177242 -12.19904626  -4.24888059  -2.35620731
  12.86580715  -3.3789929  -10.37522362   0.93890623  -5.56972458
   6.73630699  -7.05004134   3.67198332   5.80417161   2.41832037
 -10.66694433  -6.06876705  -8.77045595  -2.53979672  -0.21702001
  -8.92547328  -2.57582672  -3.26117143  -7.65871607   2.00684147
  -0.29150389   9.84566396  -4.95715486   2.54221439  -7.28852559
   1.82351307   1.48138456 -10.96159059  -3.05868878   4.96724879
   7.98760232  -1.03835212   0.75480269 -10.33865781  -5.62524709
   2.33482322  -2.65336825  -2.76488261 -10.83525059   4.01499198
   6.8922267    7.62696839 -10.1510765   -9.24573262  -7.35942969
  -0.23437939   9.69109089  -1.05996423  -6.71059569  -2.92718315
  -3.85201128  -1.21992814   1.91520689   2.54833836   0.19436806
 -12.54694188   6.20854546   0.22653191  -6.03583227   3.77170869
  11.84617362 -12.53097254   3.83341597   9.59598142  -0.30908867
   3.92028081   6.41479972   9.22599478  -7.9787359   -0.84953679
   7.22458703  -0.83130702   1.02153946  -3.52821466  -5.88492423
 -11.64067204   4.37828259  -1.4618115   -6.85946958  -3.14709378
  -5.3237151   -7.73215776  -4.43774605  20.17773826  -0.36828724
  -3.55109391 -10.53952345  12.58184736   1.35153277  -0.34393115
   3.19713561  -7.18545268   4.19625301 -18.3089116   -3.57326824
  -9.71395611  -1.46362304   7.1765561    2.21282964   8.23156219
  -0.96317526   0.57992316  -4.03061701  -5.75929141  -3.71227259
   1.7031496    1.74354211   7.19374181   3.68418304   6.86207738
   4.08132819  -1.6292457    7.75978116  -5.37438322   2.17574529
  -0.42506386  -2.95127978   4.25269122  -8.45289882  -0.49767594
   9.71694657   0.89394795 -10.46888597]",ТАКТАРОВ_ОЛЕГ_НИКОЛАЕВИЧ,76
"[ 1.13328683e+01 -9.33855184e+00 -3.10406364e+01 -1.70583729e+01
 -5.54724437e+00  3.86498819e+01  2.19587407e+00 -2.85934625e+01
  5.58338774e-01 -1.63441578e+01  1.06212097e+01 -1.78360789e+01
  1.42979433e+01  1.34663970e+01  4.57242923e+00 -2.29856897e+01
 -1.38695344e+01 -2.33896065e+01  5.93127974e+00 -2.97575829e+00
 -2.11859576e+01 -8.38173841e+00 -9.10929816e+00 -2.00664875e+01
  1.16533931e+01 -3.78469138e+00  2.50154145e+01 -5.12744677e+00
  2.86967531e+00 -1.15721043e+01  1.58412210e+01 -8.19405000e+00
 -2.29616093e+01 -6.22732785e+00  9.86980981e+00  3.19998114e+01
 -4.12190326e+00  7.49211570e+00 -2.83042935e+01 -1.53626956e+01
  3.29985209e+00 -5.61809641e+00 -1.26425879e+01 -2.02887231e+01
  2.30580622e+01  2.17657328e+01  1.86724286e+01 -2.70877893e+01
 -2.13755765e+01 -1.38591960e+01 -1.09793350e+01  1.45939947e+01
  9.06336764e+00 -1.57579289e+01 -2.78265394e+00 -1.51789997e+01
  3.59967813e+00  9.28699465e+00  4.61954143e+00  9.92338872e-01
 -3.19874441e+01  1.68773704e+01  4.02262769e+00 -1.10046424e+01
  5.91415153e+00  3.14831034e+01 -3.62734997e+01  1.44142440e+01
  2.26406778e+01 -3.05688248e+00  6.39075192e+00  1.97902211e+01
  2.49097980e+01 -2.42290150e+01 -1.48485763e+00  2.01516580e+01
 -1.24138944e+01  7.36693442e+00 -2.71923711e+01 -1.33098711e+01
 -2.44936581e+01  1.29851432e+01 -8.77537287e+00 -1.88579746e+01
 -4.55627184e+00 -1.15499790e+01 -2.15961847e+01 -8.24673978e+00
  4.75542352e+01 -2.26447528e+00 -1.03750114e+01 -2.73542922e+01
  3.01930529e+01 -7.95143667e+00 -3.04484683e+00  8.40001115e+00
 -1.42147919e+01  4.62169028e+00 -4.80496781e+01  3.46915945e+00
 -1.14388143e+01 -5.46951344e+00  1.49661309e+01  8.82403887e+00
  2.13331482e+01  2.02676332e+00  1.23003560e+01 -1.37315491e+01
 -6.05721903e+00 -4.06102122e+00 -7.50231117e+00  1.02513605e+01
  9.52453277e+00  9.60192060e+00  1.94830882e+01  6.06542859e+00
 -2.54707091e+00  1.82903485e+01 -1.27514850e+01 -6.22302153e+00
 -8.18159508e+00 -6.45687104e+00  1.17640603e+01 -2.49674515e+01
 -5.00824710e+00  2.03586026e+01 -6.97264345e-03 -2.04689687e+01]",АБИЛОВ_ШЕРХАН_АБДИЕВИЧ,7
"[  8.61267867   1.49398001 -16.2628263   -2.4577013  -10.26188452
  15.70455666   0.40192154 -13.77860745   3.18872359  -5.45730564
   8.94874703  -7.88880909   7.13394637  12.88523559  -1.42588774
 -10.95737307 -14.39490252 -17.28727938   2.00402499   0.45934529
 -12.01019339  -7.27486717  -3.96371768   1.40474221  -0.51712511
  -8.54397337  12.03771048  -4.31655861   5.27224933 -10.67571062
   6.18117752  -5.98313127  -8.40296036  -1.22307794   3.35297051
  15.8758484    1.65458355   8.70649177 -11.97158769   4.88885357
   2.44756602  -1.81396342  -1.44830288 -14.8431547    8.14140092
  15.49295232   3.81355179 -13.84016026  -7.26939105  -5.91854399
   1.20420371   4.74849407   5.69372448  -5.40339113  -4.76664185
  -7.35303762   0.75006248   1.20865236   9.14134637  -0.32440006
 -15.22825891   2.42495276  -4.03203593  -3.76163086   6.1342963
   9.65010968 -14.75398695   2.29222266  16.61257688  -4.18252431
   1.39715352   6.85979639   6.29571723  -7.97199828   2.40484056
  13.65222044  -3.66596134   3.4826572   -7.46068878  -5.57168906
 -21.03343253  -1.54408637   2.15059596  -5.23991195  -1.68821224
  -9.05211919 -11.98973049  -1.21756448  20.16963136   4.30334559
   0.83806821 -10.55601999  12.22742433  -1.15556684  -2.73167695
   6.65483233 -10.31657155  -3.46955412 -24.22419663  -3.59340061
  -2.01035122  -9.16128583   2.09992749   3.41789137   7.91708583
  -3.33610998   1.58821417  -3.61759265  -1.52942546  -6.03193724
  -0.66417697   0.84607774   8.51005187   5.06561689   1.68729425
   8.85128274  -0.86919621  10.3410218    1.22811168   0.96849143
  -7.84559445  -2.49267899   2.29371353 -17.90538464  -0.65154411
  12.54081505  -8.16643143  -9.94347135]",ЖАРКОВ_ПАВЕЛ_НИКОЛАЕВИЧ,40
"[ 1.22857111e+01 -5.11531972e+00 -3.44758399e+01 -1.51548849e+01
 -1.45611814e+01  4.51474636e+01  3.59207711e+00 -3.04170599e+01
  4.87458493e+00 -1.43270817e+01  1.03462491e+01 -2.69837347e+01
  1.85144744e+01  2.53508116e+01  3.13467951e+00 -3.10177190e+01
 -2.57396947e+01 -3.17729668e+01  6.45873327e+00  5.38660142e+00
 -2.80012059e+01 -1.24988538e+01 -8.40899263e+00 -1.04236554e+01
  1.77553470e+00 -3.85971297e+00  2.49564941e+01 -9.84674960e+00
  4.82133926e+00 -1.77528418e+01  2.09282300e+01 -1.35027006e+01
 -2.01470192e+01 -8.10746584e+00  9.35319784e+00  3.22825021e+01
 -2.38936314e+00  7.08283687e+00 -2.69075749e+01 -6.16340769e+00
  9.27436205e+00 -1.27908828e+00 -1.44642263e+01 -2.47634896e+01
  2.89956638e+01  2.72934831e+01  1.89187538e+01 -2.32276351e+01
 -2.67949338e+01 -1.62716740e+01 -3.91805526e+00  1.20609624e+01
  9.77728023e+00 -1.66279176e+01 -7.54041343e+00 -6.30200500e+00
 -2.12614470e-02  6.81580047e+00  1.27217445e+01 -1.25338239e+00
 -3.97083952e+01  1.51876260e+01  7.20804823e+00 -6.86832679e+00
  8.98775814e+00  2.87243019e+01 -3.58431176e+01  1.14458393e+01
  3.18962324e+01 -1.01940661e+01  8.76336403e+00  1.81061091e+01
  2.21667297e+01 -2.07732033e+01  4.71114928e+00  2.68080712e+01
 -1.19399168e+01  2.68062184e+00 -1.97701553e+01 -1.62073190e+01
 -3.81852809e+01 -4.27094868e+00 -4.52506808e-01 -1.98350596e+01
  1.04783422e+00 -1.37284472e+01 -2.29825080e+01 -9.34768639e+00
  5.61828554e+01  1.63525879e+00 -4.74324091e+00 -2.83399183e+01
  3.47097814e+01 -5.92278563e+00 -2.79505243e+00  1.30594795e+01
 -1.80428114e+01 -2.12131111e+00 -5.70789021e+01 -1.75663494e+00
 -1.01515257e+01 -1.14740334e+01  1.50494062e+01  6.13619687e+00
  2.34514066e+01 -3.07180267e+00  1.46240654e+01 -9.44982626e+00
 -4.63001226e+00 -1.04818927e+01 -5.87957737e+00  6.01841492e+00
  5.45674897e+00  5.37973337e+00  1.13702394e+01  1.67068036e+01
 -8.15279434e+00  2.54249703e+01 -1.15222120e+01 -8.73337692e-01
 -1.13353467e+01 -7.26597826e+00  9.26708254e+00 -3.39071921e+01
 -4.29154510e+00  2.64046302e+01 -6.67312845e+00 -2.49088509e+01]",НАГИЕВ_КИРИЛЛ_ДМИТРИЕВИЧ,53
"[ 1.04292335e+01 -5.98945000e+00 -2.90790917e+01 -2.56538512e+01
 -7.54204001e+00  3.38764811e+01  4.18862134e+00 -2.72081700e+01
 -2.03894086e+00 -1.45157414e+01  6.90934347e+00 -1.30244829e+01
  1.68000848e+01  9.29156533e+00  1.03560125e+01 -2.16464114e+01
 -1.71220386e+01 -1.99398581e+01  3.31467908e+00 -2.05840377e+00
 -1.71348737e+01 -7.91044720e+00 -8.70361334e+00 -1.53584013e+01
  1.26564527e+01  3.51088222e+00  2.58309002e+01 -7.30228504e+00
  1.72087089e-02 -5.08915263e+00  1.89327885e+01 -1.33686879e+00
 -2.24973359e+01 -3.39215358e+00  1.28674273e+01  2.81974470e+01
 -1.40868093e+01  1.02057521e+01 -3.12358858e+01 -1.36356752e+01
  9.19875457e-01 -7.56810448e+00 -8.64636873e+00 -1.69570693e+01
  2.04663144e+01  1.99976534e+01  1.91800152e+01 -3.22743372e+01
 -1.87705894e+01 -1.65966322e+01 -1.40593936e+01  2.49741980e+01
  9.35906720e+00 -1.68015884e+01  3.06002044e+00 -1.24884180e+01
  6.53620390e+00  1.04531920e+01  1.76329186e+00  5.73232870e+00
 -2.87353923e+01  2.19805518e+01  3.82538204e+00 -9.74550240e+00
  7.77842183e+00  2.70569655e+01 -3.93408301e+01  6.08625626e+00
  2.44051219e+01 -3.15946723e+00  4.71062338e+00  2.02946610e+01
  2.35867988e+01 -2.62473394e+01  3.85716441e-01  2.87510092e+01
 -1.53268094e+01  1.27530957e+01 -2.74263160e+01 -1.54201161e+01
 -2.91276970e+01  1.74771790e+01 -2.60542245e+00 -1.67714044e+01
 -5.24118894e+00 -1.36872790e+01 -2.12654885e+01 -5.35816287e+00
  4.63816057e+01 -5.41222071e+00 -7.21915723e+00 -2.98633376e+01
  2.80780815e+01 -9.82462856e+00  8.51791226e-01  1.02194954e+01
 -1.48740760e+01  3.04019243e+00 -4.70022014e+01 -4.28045286e+00
 -1.40298683e+01 -5.61657214e+00  1.30377038e+01  1.04329334e+01
  2.17627384e+01  2.19285910e-01  1.40990185e+01 -9.21955444e+00
 -1.08972198e+01 -2.63632137e+00 -7.39300128e+00  8.54544018e+00
  8.62095742e+00  1.07092751e+01  2.15151368e+01  2.77536025e+00
  4.41598535e-01  1.83132092e+01 -1.27195455e+01 -5.60024654e+00
 -6.99459371e+00 -5.35186913e+00  1.35237340e+01 -3.28665901e+01
 -5.14092706e+00  1.55173806e+01 -2.54738366e-01 -1.52292945e+01]",ФАДДЕЕВ_ЕГОР_НИКОЛАЕВИЧ,78
